,host_is_superhost,host_identity_verified,neighbourhood_cleansed,latitude,longitude,property_type,room_type,accommodates,bathrooms_text,bedrooms,beds,price,minimum_nights,maximum_nights,number_of_reviews,instant_bookable,reviews_per_month,bathrooms_quantity,wifi,tv,hot_water,kitchen,pets_allowed,free_parking,pool,bathroom_is_shared,bathrooms_type,price_range
7947,f,f,Recreio dos Bandeirantes,-23.01446,-43.47292,Entire rental unit,Entire home/apt,4,2 baths,2.0,2.0,1123.0,5,90,0,f,0.0,2.0,1,1,0,1,0,1,1,0,bath,> \$1000
7948,f,t,Freguesia (Jacarepaguá),-22.937,-43.33458,Private room in rental unit,Private room,2,1 private bath,1.0,2.0,835.0,10,50,0,f,0.0,1.0,1,0,0,1,0,1,0,0,bath,\$750 - \$100
7949,f,f,Recreio dos Bandeirantes,-23.0282,-43.48818,Private room in residential home,Private room,5,3 baths,1.0,3.0,1000.0,1,1125,0,f,0.0,3.0,1,1,0,1,0,1,0,0,bath,\$750 - \$100
7950,f,f,Jacarepaguá,-22.96847,-43.4154,Entire rental unit,Entire home/apt,3,2 baths,3.0,3.0,500.0,5,25,0,f,0.0,2.0,1,1,0,1,0,1,0,0,bath,\$251 - \$500
7951,f,t,Taquara,-22.92729,-43.37604,Private room in rental unit,Private room,2,1 bath,1.0,1.0,170.0,1,20,0,f,0.0,1.0,1,0,0,0,0,1,1,0,bath,\$100 - \$250
7952,f,f,Engenho de Dentro,-22.89767,-43.29622,Private room in rental unit,Private room,2,1 bath,1.0,1.0,210.0,1,1125,2,f,0.03,1.0,1,1,0,0,0,1,0,0,bath,\$100 - \$250
7953,f,f,Santa Teresa,-22.91821,-43.19118,Entire rental unit,Entire home/apt,2,1 bath,1.0,1.0,175.0,4,365,18,f,0.28,1.0,1,1,1,1,0,0,0,0,bath,\$100 - \$250
7954,f,f,Laranjeiras,-22.93615,-43.19029,Entire rental unit,Entire home/apt,4,1 bath,1.0,2.0,371.0,7,1125,0,f,0.0,1.0,0,1,0,1,0,0,0,0,bath,\$251 - \$500
7955,f,t,Botafogo,-22.94287,-43.18336,Entire rental unit,Entire home/apt,5,2 baths,2.0,2.0,350.0,1,1125,3,f,0.05,2.0,1,1,0,1,0,1,1,0,bath,\$251 - \$500
7956,f,f,Andaraí,-22.92849,-43.24515,Entire loft,Entire home/apt,2,1 bath,1.0,1.0,171.0,3,1125,0,f,0.0,1.0,1,1,0,1,0,0,0,0,bath,\$100 - \$250
7957,f,t,Botafogo,-22.9541,-43.17453,Private room in rental unit,Private room,2,1 shared bath,1.0,2.0,173.0,2,1125,15,f,0.26,1.0,1,1,1,1,0,0,1,1,shared bath,\$100 - \$250
7958,f,f,Jacarepaguá,-22.96464,-43.38783,Private room in rental unit,Private room,2,5 baths,1.0,5.0,150.0,7,60,0,f,0.0,5.0,1,0,0,0,0,0,0,0,bath,\$100 - \$250
7959,f,t,Jacarepaguá,-22.97085,-43.38123,Entire rental unit,Entire home/apt,5,3 baths,3.0,3.0,750.0,12,1125,0,f,0.0,3.0,0,0,0,0,0,0,0,0,bath,\$501 - \$750
7961,f,f,Taquara,-22.91402,-43.39618,Entire rental unit,Entire home/apt,6,2 baths,2.0,2.0,600.0,7,30,0,t,0.0,2.0,1,1,0,1,0,1,0,0,bath,\$501 - \$750
7962,f,t,Copacabana,-22.96917,-43.18894,Entire rental unit,Entire home/apt,4,1 bath,1.0,2.0,450.0,5,31,0,f,0.0,1.0,1,1,0,1,0,0,0,0,bath,\$251 - \$500
7963,f,f,Taquara,-22.91569,-43.39483,Private room in villa,Private room,2,2 baths,1.0,1.0,161.0,3,1125,0,t,0.0,2.0,1,1,1,1,0,1,1,0,bath,\$100 - \$250
7966,f,f,Camorim,-22.98165,-43.41432,Entire rental unit,Entire home/apt,5,2 baths,2.0,4.0,271.0,1,30,2,f,0.08,2.0,1,1,1,1,0,1,1,0,bath,\$251 - \$500
7969,f,t,Lagoa,-22.96155,-43.2062,Entire rental unit,Entire home/apt,8,3.5 baths,4.0,4.0,470.0,3,1125,13,f,0.21,3.5,0,1,0,1,0,1,0,0,bath,\$251 - \$500
7971,f,f,Jacarepaguá,-22.96991,-43.3914,Entire rental unit,Entire home/apt,4,2 baths,2.0,2.0,750.0,1,1125,1,f,0.02,2.0,1,1,0,1,0,1,1,0,bath,\$501 - \$750
7973,f,f,Freguesia (Jacarepaguá),-22.94472,-43.33963,Entire rental unit,Entire home/apt,8,2.5 baths,3.0,3.0,1000.0,5,30,0,t,0.0,2.5,1,1,0,1,0,1,1,0,bath,\$750 - \$100
7974,f,t,Barra da Tijuca,-23.01031,-43.43,Entire rental unit,Entire home/apt,5,1 bath,2.0,0.0,250.0,3,1125,1,f,0.02,1.0,1,1,1,1,0,1,0,0,bath,\$100 - \$250
7975,f,t,Ipanema,-22.98546,-43.19674,Entire rental unit,Entire home/apt,6,1 bath,2.0,3.0,278.0,4,1125,37,f,0.63,1.0,1,1,1,1,0,0,0,0,bath,\$251 - \$500
7977,f,t,Botafogo,-22.94645,-43.18281,Entire rental unit,Entire home/apt,2,1 bath,1.0,0.0,364.0,2,1125,7,t,0.11,1.0,1,1,1,1,0,0,0,0,bath,\$251 - \$500
7978,f,f,Barra da Tijuca,-22.98858,-43.35416,Private room in rental unit,Private room,2,1 bath,1.0,1.0,600.0,1,1125,0,f,0.0,1.0,1,1,0,1,0,1,1,0,bath,\$501 - \$750
7979,f,f,Jacarepaguá,-22.97126,-43.38116,Private room in rental unit,Private room,4,2 shared baths,2.0,4.0,280.0,5,90,0,f,0.0,2.0,1,1,1,1,0,1,1,1,shared bath,\$251 - \$500
7980,f,t,Copacabana,-22.96801,-43.18468,Entire rental unit,Entire home/apt,7,1 bath,1.0,4.0,144.0,2,1125,11,f,0.22,1.0,1,1,1,1,0,0,0,0,bath,\$100 - \$250
7981,f,f,Itanhangá,-23.00059,-43.30883,Private room in guest suite,Private room,2,1.5 baths,1.0,0.0,150.0,2,30,22,f,0.35,1.5,1,0,0,0,0,0,1,0,bath,\$100 - \$250
7982,f,f,Barra da Tijuca,-22.97351,-43.38331,Entire rental unit,Entire home/apt,5,2 baths,2.0,3.0,603.0,7,30,0,f,0.0,2.0,1,1,0,1,0,1,1,0,bath,\$501 - \$750
7983,f,t,Santa Teresa,-22.94003,-43.20762,Entire residential home,Entire home/apt,12,5 baths,4.0,9.0,950.0,1,1125,15,f,0.26,5.0,1,1,1,1,0,1,1,0,bath,\$750 - \$100
7985,f,f,Campinho,-22.88756,-43.34637,Private room in residential home,Private room,4,1 bath,1.0,4.0,1113.0,1,1125,0,f,0.0,1.0,1,1,0,1,0,0,0,0,bath,> \$1000
7987,f,t,Jacarepaguá,-22.97133,-43.3936,Entire condominium (condo),Entire home/apt,4,2 baths,2.0,3.0,135.0,4,90,27,f,0.43,2.0,1,1,1,1,0,1,1,0,bath,\$100 - \$250
7988,t,t,Copacabana,-22.96783,-43.18529,Entire loft,Entire home/apt,2,1 bath,1.0,1.0,146.0,7,1125,96,t,1.73,1.0,1,1,1,1,0,0,0,0,bath,\$100 - \$250
7989,f,f,Centro,-22.91193,-43.18503,Entire rental unit,Entire home/apt,2,1 bath,1.0,1.0,250.0,15,1125,0,f,0.0,1.0,0,1,0,1,0,0,0,0,bath,\$100 - \$250
7990,f,f,Copacabana,-22.96364,-43.17534,Entire rental unit,Entire home/apt,4,1 bath,1.0,2.0,140.0,3,1125,19,f,0.34,1.0,1,1,1,1,0,0,0,0,bath,\$100 - \$250
7991,f,f,Barra da Tijuca,-23.00082,-43.34681,Entire rental unit,Entire home/apt,6,2 baths,2.0,5.0,1000.0,3,1125,1,t,0.03,2.0,1,1,0,1,0,1,1,0,bath,\$750 - \$100
7992,f,f,Barra da Tijuca,-23.00266,-43.34794,Private room in rental unit,Private room,4,1 private bath,1.0,1.0,1113.0,1,1125,0,f,0.0,1.0,1,1,0,1,0,1,1,0,bath,> \$1000
7993,t,t,Glória,-22.92121,-43.18,Entire rental unit,Entire home/apt,4,1.5 baths,1.0,2.0,165.0,3,88,72,t,1.15,1.5,1,1,1,1,0,0,0,0,bath,\$100 - \$250
7995,f,t,Botafogo,-22.95246,-43.19569,Private room in rental unit,Private room,2,1 shared bath,1.0,1.0,300.0,1,1125,1,f,0.02,1.0,1,1,0,1,0,0,0,1,shared bath,\$251 - \$500
7996,f,f,Grajaú,-22.91759,-43.26377,Entire guesthouse,Entire home/apt,4,1.5 baths,1.0,2.0,177.0,1,30,10,f,0.17,1.5,1,1,1,1,0,1,0,0,bath,\$100 - \$250
7997,f,f,Santa Teresa,-22.92245,-43.1821,Private room in rental unit,Private room,2,2 baths,1.0,2.0,58.0,2,1125,59,t,1.0,2.0,1,0,1,1,0,0,0,0,bath,< \$100
7998,f,t,Vargem Grande,-22.97527,-43.49081,Entire residential home,Entire home/apt,6,3 baths,3.0,3.0,450.0,5,28,0,t,0.0,3.0,1,1,0,1,0,1,0,0,bath,\$251 - \$500
7999,f,t,Leblon,-22.98237,-43.21796,Entire rental unit,Entire home/apt,2,1 bath,1.0,1.0,700.0,6,27,1,f,0.05,1.0,0,0,1,0,0,0,1,0,bath,\$501 - \$750
8000,f,f,Água Santa,-22.90894,-43.30323,Entire rental unit,Entire home/apt,3,1 bath,2.0,2.0,500.0,7,20,0,f,0.0,1.0,1,1,0,1,0,1,1,0,bath,\$251 - \$500
8001,f,f,Cosme Velho,-22.94155,-43.19628,Entire rental unit,Entire home/apt,4,3 baths,2.0,2.0,200.0,30,1125,4,f,0.06,3.0,1,1,0,1,0,1,1,0,bath,\$100 - \$250
8002,f,f,Botafogo,-22.9473,-43.18558,Entire rental unit,Entire home/apt,4,1 bath,2.0,2.0,800.0,1,1125,0,f,0.0,1.0,1,1,0,1,0,0,0,0,bath,\$750 - \$100
8003,f,t,Vila Isabel,-22.91001,-43.243,Entire rental unit,Entire home/apt,6,1.5 baths,3.0,3.0,856.0,5,1125,0,f,0.0,1.5,1,1,0,1,0,1,0,0,bath,\$750 - \$100
8004,t,t,Centro,-22.90967,-43.18436,Entire rental unit,Entire home/apt,8,2 baths,2.0,5.0,170.0,2,90,118,f,2.01,2.0,1,1,1,1,0,0,0,0,bath,\$100 - \$250
8005,f,t,Copacabana,-22.97316,-43.19169,Entire rental unit,Entire home/apt,6,2 baths,2.0,2.0,300.0,4,15,13,t,0.28,2.0,1,1,1,1,0,1,0,0,bath,\$251 - \$500
8006,f,t,Leblon,-22.98636,-43.22708,Entire rental unit,Entire home/apt,4,2.5 baths,2.0,4.0,925.0,7,90,31,f,0.49,2.5,1,1,1,1,0,1,0,0,bath,\$750 - \$100
8007,f,f,Vila Isabel,-22.91935,-43.24129,Entire rental unit,Entire home/apt,5,1 bath,2.0,1.0,500.0,1,1125,0,t,0.0,1.0,1,1,0,1,0,0,0,0,bath,\$251 - \$500
8009,t,t,Barra da Tijuca,-22.99825,-43.41498,Entire condominium (condo),Entire home/apt,6,2.5 baths,3.0,5.0,350.0,4,1125,7,f,0.11,2.5,1,1,1,1,0,1,1,0,bath,\$251 - \$500
8010,f,t,Barra da Tijuca,-23.01167,-43.32853,Private room in rental unit,Private room,2,1 bath,1.0,2.0,160.0,1,7,9,f,0.14,1.0,1,1,1,0,0,0,1,0,bath,\$100 - \$250
8011,f,t,Copacabana,-22.97946,-43.19188,Entire rental unit,Entire home/apt,4,1 bath,1.0,2.0,400.0,5,30,7,t,0.11,1.0,1,1,0,1,0,0,0,0,bath,\$251 - \$500
8012,f,f,Maracanã,-22.90903,-43.23825,Private room in rental unit,Private room,4,1 bath,1.0,2.0,350.0,3,25,0,t,0.0,1.0,1,1,0,0,0,1,0,0,bath,\$251 - \$500
8013,t,t,Leblon,-22.98531,-43.22678,Entire rental unit,Entire home/apt,3,1 bath,1.0,4.0,500.0,1,1125,13,t,0.21,1.0,1,1,1,1,0,1,1,0,bath,\$251 - \$500
8014,f,f,Barra da Tijuca,-23.01005,-43.32707,Entire rental unit,Entire home/apt,3,1 bath,1.0,1.0,450.0,15,31,0,f,0.0,1.0,1,1,0,0,0,1,1,0,bath,\$251 - \$500
8016,f,f,Tijuca,-22.92616,-43.22884,Shared room in rental unit,Shared room,2,1 shared bath,1.0,1.0,321.0,1,1125,0,f,0.0,1.0,1,1,0,1,0,1,0,1,shared bath,\$251 - \$500
8017,f,f,Santa Teresa,-22.91306,-43.19149,Private room in rental unit,Private room,2,1 bath,1.0,2.0,334.0,1,1125,0,t,0.0,1.0,0,0,0,0,0,0,0,0,bath,\$251 - \$500
8018,f,t,Barra da Tijuca,-23.00915,-43.42897,Entire rental unit,Entire home/apt,5,1 bath,2.0,2.0,180.0,5,1125,23,f,0.38,1.0,0,1,1,1,0,1,1,0,bath,\$100 - \$250
8019,f,t,Recreio dos Bandeirantes,-23.00335,-43.43673,Private room in residential home,Private room,6,1 private bath,1.0,3.0,300.0,1,1125,7,f,0.11,1.0,1,1,1,1,0,1,0,0,bath,\$251 - \$500
8020,f,t,Botafogo,-22.94341,-43.18695,Entire rental unit,Entire home/apt,6,2.5 baths,2.0,6.0,300.0,2,1125,5,f,0.08,2.5,0,0,0,0,0,0,0,0,bath,\$251 - \$500
8021,f,t,Leme,-22.96322,-43.17171,Entire rental unit,Entire home/apt,5,2 baths,2.0,5.0,450.0,2,30,22,f,0.35,2.0,1,1,1,1,0,0,0,0,bath,\$251 - \$500
8022,f,t,Glória,-22.92126,-43.17677,Private room in rental unit,Private room,4,1 shared bath,1.0,3.0,150.0,2,90,28,f,0.44,1.0,1,1,1,1,0,0,0,1,shared bath,\$100 - \$250
8023,t,t,Barra da Tijuca,-23.00571,-43.43017,Entire rental unit,Entire home/apt,4,1 bath,2.0,4.0,400.0,2,60,62,t,0.98,1.0,1,1,1,1,0,1,1,0,bath,\$251 - \$500
8024,f,f,Jacarepaguá,-22.96501,-43.4054,Entire rental unit,Entire home/apt,6,2 baths,2.0,1.0,1000.0,1,1125,0,f,0.0,2.0,1,1,0,1,0,1,1,0,bath,\$750 - \$100
8026,t,f,Botafogo,-22.95015,-43.19289,Entire rental unit,Entire home/apt,2,1 bath,1.0,1.0,98.0,2,1125,102,t,1.61,1.0,1,1,0,1,0,0,0,0,bath,< \$100
8027,f,f,Copacabana,-22.98254,-43.19415,Entire rental unit,Entire home/apt,6,2 baths,2.0,2.0,700.0,15,30,0,f,0.0,2.0,1,1,0,1,0,0,0,0,bath,\$501 - \$750
8029,f,f,Jacarepaguá,-22.97357,-43.4131,Entire rental unit,Entire home/apt,5,1 bath,2.0,5.0,1113.0,5,7,0,t,0.0,1.0,1,1,0,1,0,1,0,0,bath,> \$1000
8030,f,t,Jacarepaguá,-22.96195,-43.42224,Private room in rental unit,Private room,2,1 shared bath,1.0,0.0,190.0,1,1125,0,t,0.0,1.0,1,1,0,1,0,1,1,1,shared bath,\$100 - \$250
8032,f,f,Copacabana,-22.96816,-43.18659,Entire rental unit,Entire home/apt,4,2 baths,2.0,4.0,475.0,3,1125,2,f,0.06,2.0,1,1,1,1,0,1,1,0,bath,\$251 - \$500
8033,f,f,Camorim,-22.97841,-43.41731,Entire rental unit,Entire home/apt,4,1 bath,1.0,2.0,700.0,4,20,0,f,0.0,1.0,1,1,0,1,0,1,1,0,bath,\$501 - \$750
8035,f,f,Tijuca,-22.92173,-43.22132,Private room in rental unit,Private room,2,1 private bath,1.0,1.0,250.0,1,1125,1,f,0.02,1.0,1,1,0,1,0,0,0,0,bath,\$100 - \$250
8036,f,f,Inhaúma,-22.87224,-43.26912,Private room in rental unit,Private room,4,3 baths,1.0,4.0,400.0,1,1125,0,t,0.0,3.0,1,1,0,0,0,0,0,0,bath,\$251 - \$500
8038,f,f,Jacarepaguá,-22.96524,-43.38594,Entire rental unit,Entire home/apt,6,2 baths,2.0,3.0,700.0,10,1125,0,f,0.0,2.0,1,1,0,1,0,1,1,0,bath,\$501 - \$750
8039,f,f,Barra da Tijuca,-23.01101,-43.32896,Entire rental unit,Entire home/apt,2,1 bath,1.0,1.0,800.0,4,31,0,f,0.0,1.0,0,1,0,1,0,1,1,0,bath,\$750 - \$100
8040,f,f,Recreio dos Bandeirantes,-23.01267,-43.47152,Entire rental unit,Entire home/apt,4,3 baths,3.0,2.0,600.0,15,31,0,f,0.0,3.0,0,1,0,1,0,1,1,0,bath,\$501 - \$750
8041,f,f,Barra da Tijuca,-23.01049,-43.35527,Entire rental unit,Entire home/apt,2,1 bath,1.0,2.0,1000.0,1,30,0,t,0.0,1.0,1,1,0,1,0,1,1,0,bath,\$750 - \$100
8042,f,t,Vila Valqueire,-22.87906,-43.36979,Private room in residential home,Private room,3,1 private bath,1.0,2.0,70.0,1,1125,21,f,0.33,1.0,1,0,1,1,0,0,0,0,bath,< \$100
8043,f,f,Centro,-22.90579,-43.17176,Private room in rental unit,Private room,2,1 bath,1.0,1.0,300.0,1,1125,0,f,0.0,1.0,1,0,0,1,0,0,1,0,bath,\$251 - \$500
8045,f,f,Catete,-22.929,-43.17903,Private room in villa,Private room,4,1 private bath,1.0,2.0,250.0,2,10,6,f,0.1,1.0,1,1,1,1,0,0,0,0,bath,\$100 - \$250
8046,f,f,Maracanã,-22.91439,-43.23199,Private room in rental unit,Private room,2,1 shared bath,1.0,1.0,150.0,1,1125,4,t,0.13,1.0,1,1,0,1,0,0,0,1,shared bath,\$100 - \$250
8047,f,f,Tijuca,-22.92699,-43.23667,Private room in rental unit,Private room,3,2 shared baths,1.0,1.0,1000.0,1,25,0,f,0.0,2.0,1,1,0,1,0,0,0,1,shared bath,\$750 - \$100
8048,f,f,Tijuca,-22.92569,-43.22611,Private room in rental unit,Private room,3,2 baths,1.0,3.0,250.0,3,10,0,f,0.0,2.0,1,1,0,1,0,0,0,0,bath,\$100 - \$250
8049,f,f,Guaratiba,-22.98641,-43.62932,Private room in residential home,Private room,4,3 baths,1.0,2.0,835.0,1,1125,0,t,0.0,3.0,1,1,0,1,0,1,0,0,bath,\$750 - \$100
8050,f,f,Lagoa,-22.97289,-43.20174,Entire rental unit,Entire home/apt,4,1 bath,1.0,1.0,800.0,4,1125,0,f,0.0,1.0,1,1,0,1,0,0,0,0,bath,\$750 - \$100
8051,f,t,Barra da Tijuca,-23.00934,-43.35582,Entire rental unit,Entire home/apt,6,1.5 baths,1.0,1.0,450.0,1,1125,12,t,0.19,1.5,1,1,1,1,0,1,1,0,bath,\$251 - \$500
8052,f,f,Recreio dos Bandeirantes,-23.01456,-43.47338,Entire rental unit,Entire home/apt,5,2 baths,2.0,3.0,400.0,3,20,1,f,0.02,2.0,0,0,0,0,0,0,0,0,bath,\$251 - \$500
8053,t,t,Leblon,-22.98208,-43.222,Entire rental unit,Entire home/apt,6,3 baths,3.0,6.0,650.0,4,24,42,f,0.67,3.0,1,1,1,1,0,1,0,0,bath,\$501 - \$750
8054,f,f,Glória,-22.92388,-43.17446,Private room in rental unit,Private room,2,1 shared bath,1.0,2.0,99.0,1,1125,3,f,0.05,1.0,1,1,0,1,0,0,0,1,shared bath,< \$100
8055,f,f,Laranjeiras,-22.93511,-43.18064,Private room in rental unit,Private room,2,1 bath,1.0,2.0,245.0,2,30,0,f,0.0,1.0,1,1,1,1,0,0,0,0,bath,\$100 - \$250
8056,f,t,Ipanema,-22.98324,-43.19789,Entire rental unit,Entire home/apt,5,1 bath,2.0,3.0,550.0,2,1125,19,t,0.38,1.0,1,1,1,1,0,1,0,0,bath,\$501 - \$750
8057,t,t,Barra da Tijuca,-23.01568,-43.30757,Entire rental unit,Entire home/apt,4,2.5 baths,2.0,3.0,500.0,5,1125,46,t,0.73,2.5,1,1,1,1,0,1,1,0,bath,\$251 - \$500
8059,f,t,Copacabana,-22.98091,-43.19464,Entire rental unit,Entire home/apt,4,1 bath,1.0,4.0,88.0,2,1125,69,f,1.09,1.0,1,1,1,1,0,0,0,0,bath,< \$100
8061,f,f,Jacarepaguá,-22.97205,-43.39068,Entire rental unit,Entire home/apt,5,2.5 baths,3.0,4.0,800.0,21,1125,0,t,0.0,2.5,0,1,0,1,0,1,1,0,bath,\$750 - \$100
8062,f,t,Botafogo,-22.94776,-43.18486,Private room in rental unit,Private room,2,1 private bath,1.0,2.0,210.0,2,7,1,f,0.02,1.0,1,0,0,1,0,0,0,0,bath,\$100 - \$250
8064,f,f,Curicica,-22.96209,-43.3983,Entire rental unit,Entire home/apt,4,2 baths,2.0,3.0,500.0,8,60,0,f,0.0,2.0,1,1,0,1,0,1,1,0,bath,\$251 - \$500
8065,t,f,Jardim Botânico,-22.96707,-43.23245,Entire rental unit,Entire home/apt,4,1 bath,2.0,3.0,264.0,3,1125,35,f,0.55,1.0,1,1,1,1,0,0,0,0,bath,\$251 - \$500
8067,f,f,Jacarepaguá,-22.96539,-43.4046,Private room in residential home,Private room,2,1 bath,1.0,2.0,195.0,1,1125,5,f,0.08,1.0,1,1,0,1,0,1,0,0,bath,\$100 - \$250
8068,f,t,Cosme Velho,-22.93863,-43.19684,Entire residential home,Entire home/apt,10,5.5 baths,4.0,8.0,590.0,30,180,0,f,0.0,5.5,1,1,0,1,0,1,0,0,bath,\$501 - \$750
8069,f,f,Jacarepaguá,-22.96411,-43.3318,Private room in residential home,Private room,3,1 bath,1.0,2.0,334.0,2,1125,0,f,0.0,1.0,0,1,0,1,0,1,1,0,bath,\$251 - \$500
8070,f,f,Engenho Novo,-22.90566,-43.26614,Entire rental unit,Entire home/apt,6,1 bath,1.0,4.0,500.0,1,1125,0,t,0.0,1.0,0,1,0,1,0,1,0,0,bath,\$251 - \$500
8071,f,f,Jacarepaguá,-22.973,-43.35811,Private room in rental unit,Private room,2,1 private bath,1.0,1.0,1113.0,7,1125,0,f,0.0,1.0,1,1,0,1,0,1,1,0,bath,> \$1000
8072,f,f,Recreio dos Bandeirantes,-23.00348,-43.48546,Entire rental unit,Entire home/apt,6,2 baths,3.0,2.0,850.0,22,31,0,f,0.0,2.0,1,1,0,1,0,1,1,0,bath,\$750 - \$100
8073,f,t,Jacarepaguá,-22.97233,-43.39506,Entire rental unit,Entire home/apt,4,2 baths,2.0,2.0,1000.0,10,1125,0,t,0.0,2.0,1,1,0,1,0,1,1,0,bath,\$750 - \$100
8074,f,f,Vila Isabel,-22.9201,-43.23957,Private room in rental unit,Private room,2,1 bath,1.0,1.0,200.0,1,1125,0,f,0.0,1.0,1,1,0,1,0,0,0,0,bath,\$100 - \$250
8075,f,t,Centro,-22.90569,-43.17185,Entire rental unit,Entire home/apt,4,1 bath,1.0,3.0,150.0,6,180,2,f,0.18,1.0,1,1,0,1,0,1,0,0,bath,\$100 - \$250
8076,f,f,Laranjeiras,-22.93107,-43.17999,Entire rental unit,Entire home/apt,4,2 baths,1.0,1.0,750.0,2,30,0,t,0.0,2.0,1,1,0,1,0,0,0,0,bath,\$501 - \$750
8077,f,f,Guadalupe,-22.84642,-43.37769,Entire rental unit,Entire home/apt,4,1 bath,2.0,4.0,98.0,2,60,2,f,0.04,1.0,0,1,0,1,0,0,0,0,bath,< \$100
8079,f,f,Recreio dos Bandeirantes,-23.02891,-43.48708,Private room in rental unit,Private room,2,1 bath,1.0,2.0,150.0,6,30,0,f,0.0,1.0,1,1,0,1,0,0,1,0,bath,\$100 - \$250
8080,f,t,Cosme Velho,-22.93969,-43.19676,Private room in rental unit,Private room,2,1 bath,1.0,2.0,334.0,1,1125,1,f,0.05,1.0,1,0,0,1,0,0,0,0,bath,\$251 - \$500
8081,f,f,Recreio dos Bandeirantes,-23.02352,-43.4896,Entire rental unit,Entire home/apt,2,2 baths,2.0,3.0,189.0,2,1125,4,f,0.06,2.0,1,1,1,1,0,1,1,0,bath,\$100 - \$250
8083,f,f,Freguesia (Jacarepaguá),-22.94743,-43.35113,Shared room in condominium (condo),Shared room,2,1 shared bath,1.0,2.0,60.0,1,1125,10,t,0.16,1.0,1,1,0,1,0,0,0,1,shared bath,< \$100
8084,f,f,Tijuca,-22.92983,-43.23537,Private room in rental unit,Private room,2,1 bath,1.0,1.0,200.0,5,15,0,f,0.0,1.0,1,1,0,1,0,1,1,0,bath,\$100 - \$250
8085,f,f,Tijuca,-22.92794,-43.24203,Private room in rental unit,Private room,3,1 bath,1.0,3.0,600.0,7,30,0,f,0.0,1.0,1,1,0,0,0,1,0,0,bath,\$501 - \$750
8086,f,t,Centro,-22.90985,-43.18638,Entire rental unit,Entire home/apt,4,1 bath,2.0,3.0,209.0,2,1125,5,f,0.08,1.0,1,1,0,1,0,0,0,0,bath,\$100 - \$250
8087,f,f,Barra da Tijuca,-23.01361,-43.30144,Private room in rental unit,Private room,1,1 private bath,1.0,1.0,300.0,7,25,0,f,0.0,1.0,1,0,0,1,0,0,0,0,bath,\$251 - \$500
8088,f,f,Tanque,-22.919,-43.36155,Private room in residential home,Private room,2,1 private bath,1.0,1.0,300.0,1,1125,0,t,0.0,1.0,0,1,0,0,0,1,0,0,bath,\$251 - \$500
8089,f,t,Recreio dos Bandeirantes,-23.00165,-43.43655,Private room in rental unit,Private room,2,1 bath,1.0,1.0,450.0,3,30,0,t,0.0,1.0,0,0,0,0,0,0,0,0,bath,\$251 - \$500
8090,f,f,Santa Teresa,-22.92745,-43.19354,Shared room in residential home,Shared room,6,1 shared bath,1.0,3.0,149.0,1,1125,0,f,0.0,1.0,1,1,0,1,0,0,0,1,shared bath,\$100 - \$250
8091,f,f,Vargem Pequena,-22.99022,-43.47913,Private room in residential home,Private room,5,2 baths,1.0,2.0,1000.0,1,1125,0,t,0.0,2.0,1,1,0,1,0,1,1,0,bath,\$750 - \$100
8093,f,f,São Conrado,-22.99667,-43.25496,Entire rental unit,Entire home/apt,4,2 baths,2.0,1.0,1113.0,7,30,0,t,0.0,2.0,1,1,0,1,0,1,0,0,bath,> \$1000
8094,f,f,Centro,-22.90722,-43.17385,Entire rental unit,Entire home/apt,2,1 bath,1.0,2.0,1000.0,1,1125,0,f,0.0,1.0,0,0,0,0,0,0,0,0,bath,\$750 - \$100
8095,f,f,Vila Valqueire,-22.87909,-43.35695,Entire residential home,Entire home/apt,2,1 bath,1.0,1.0,445.0,1,1125,0,f,0.0,1.0,0,1,0,1,0,0,0,0,bath,\$251 - \$500
8097,f,f,Jacarepaguá,-22.96259,-43.3963,Entire rental unit,Entire home/apt,3,2 baths,2.0,1.0,612.0,15,30,0,t,0.0,2.0,1,1,0,1,0,0,0,0,bath,\$501 - \$750
8098,f,f,Recreio dos Bandeirantes,-23.00673,-43.49263,Entire rental unit,Entire home/apt,6,2 baths,2.0,4.0,1113.0,7,30,0,t,0.0,2.0,1,1,0,1,0,1,1,0,bath,> \$1000
8099,f,f,Jacarepaguá,-22.96719,-43.39621,Entire rental unit,Entire home/apt,3,2 baths,2.0,1.0,556.0,30,1125,0,f,0.0,2.0,0,0,0,0,0,0,0,0,bath,\$501 - \$750
8100,f,t,Recreio dos Bandeirantes,-23.00651,-43.45659,Entire rental unit,Entire home/apt,6,3 baths,2.0,3.0,850.0,4,1125,0,f,0.0,3.0,1,1,0,1,0,1,1,0,bath,\$750 - \$100
8101,f,t,Botafogo,-22.95703,-43.17503,Private room in rental unit,Private room,2,1 shared bath,1.0,0.0,201.0,2,60,3,f,0.07,1.0,1,1,1,1,0,0,0,1,shared bath,\$100 - \$250
8102,f,f,Jacarepaguá,-22.92618,-43.39268,Private room in residential home,Private room,5,2 shared baths,2.0,4.0,529.0,3,1125,0,t,0.0,2.0,1,1,0,1,0,1,0,1,shared bath,\$501 - \$750
8103,f,f,Estácio,-22.91682,-43.20577,Private room in rental unit,Private room,3,1 private bath,1.0,1.0,130.0,1,1125,1,f,0.02,1.0,1,1,1,1,0,0,0,0,bath,\$100 - \$250
